gene_id,total_count,samples_detected,samples_with_10_or_more
ENSG00000230955,0,0,0
ENSG00000277168,0,0,0
ENSG00000223589,0,0,0
ENSG00000265596,0,0,0
ENSG00000284623,0,0,0
ENSG00000275350,0,0,0
ENSG00000200796,0,0,0
ENSG00000238063,0,0,0
ENSG00000284632,0,0,0
ENSG00000273637,0,0,0
ENSG00000206654,0,0,0
ENSG00000225333,0,0,0
ENSG00000252413,0,0,0
ENSG00000229213,0,0,0
ENSG00000207356,0,0,0
ENSG00000227311,0,0,0
ENSG00000213172,0,0,0
ENSG00000227278,0,0,0
ENSG00000236505,0,0,0
ENSG00000233910,0,0,0
ENSG00000264582,0,0,0
ENSG00000229528,0,0,0
ENSG00000228940,0,0,0
ENSG00000233118,0,0,0
ENSG00000213987,0,0,0
ENSG00000252563,0,0,0
ENSG00000284895,0,0,0
ENSG00000227538,0,0,0
ENSG00000228776,0,0,0
ENSG00000197273,0,0,0
ENSG00000283580,0,0,0
ENSG00000228452,0,0,0
ENSG00000283136,0,0,0
ENSG00000277513,0,0,0
ENSG00000284410,0,0,0
ENSG00000283836,0,0,0
ENSG00000229372,0,0,0
ENSG00000274975,0,0,0
ENSG00000178922,0,0,0
ENSG00000284989,0,0,0
ENSG00000283477,0,0,0
ENSG00000224751,0,0,0
ENSG00000227163,0,0,0
ENSG00000271647,0,0,0
ENSG00000239560,0,0,0
ENSG00000283039,0,0,0
ENSG00000226804,0,0,0
ENSG00000200171,0,0,0
ENSG00000238037,0,0,0
ENSG00000227994,0,0,0
ENSG00000199385,0,0,0
ENSG00000263381,0,0,0
ENSG00000264294,0,0,0
ENSG00000202031,0,0,0
ENSG00000207421,0,0,0
ENSG00000281859,0,0,0
ENSG00000202444,0,0,0
ENSG00000236872,0,0,0
ENSG00000236111,0,0,0
ENSG00000278139,0,0,0
ENSG00000250719,0,0,0
ENSG00000162456,0,0,0
ENSG00000236476,0,0,0
ENSG00000154198,0,0,0
ENSG00000238145,0,0,0
ENSG00000259832,0,0,0
ENSG00000261196,0,0,0
ENSG00000261593,0,0,0
ENSG00000261290,0,0,0
ENSG00000225154,0,0,0
ENSG00000162367,0,0,0
ENSG00000226252,0,0,0
ENSG00000271355,0,0,0
ENSG00000229554,0,0,0
ENSG00000227883,0,0,0
ENSG00000223814,0,0,0
ENSG00000225028,0,0,0
ENSG00000231413,0,0,0
ENSG00000237180,0,0,0
ENSG00000223720,0,0,0
ENSG00000232514,0,0,0
ENSG00000229846,0,0,0
ENSG00000230114,0,0,0
ENSG00000225623,0,0,0
ENSG00000237478,0,0,0
ENSG00000215887,0,0,0
ENSG00000233595,0,0,0
ENSG00000230828,0,0,0
ENSG00000237337,0,0,0
ENSG00000233407,0,0,0
ENSG00000284696,0,0,0
ENSG00000234080,0,0,0
ENSG00000229316,0,0,0
ENSG00000225671,0,0,0
ENSG00000284700,0,0,0
ENSG00000265538,0,0,0
ENSG00000275816,0,0,0
ENSG00000204006,0,0,0
ENSG00000200262,0,0,0
ENSG00000213478,0,0,0
ENSG00000252032,0,0,0
ENSG00000232846,0,0,0
ENSG00000283899,0,0,0
ENSG00000264613,0,0,0
ENSG00000285839,0,0,0
ENSG00000272371,0,0,0
ENSG00000233664,0,0,0
ENSG00000239640,0,0,0
ENSG00000264834,0,0,0
ENSG00000266188,0,0,0
ENSG00000265815,0,0,0
ENSG00000232993,0,0,0
ENSG00000227644,0,0,0
ENSG00000226938,0,0,0
ENSG00000143006,0,0,0
ENSG00000239007,0,0,0
ENSG00000229687,0,0,0
ENSG00000283749,0,0,0
ENSG00000279049,0,0,0
ENSG00000157211,0,0,0
ENSG00000232245,0,0,0
ENSG00000237173,0,0,0
ENSG00000227453,0,0,0
ENSG00000233271,0,0,0
ENSG00000265822,0,0,0
ENSG00000231900,0,0,0
ENSG00000232198,0,0,0
ENSG00000199831,0,0,0
ENSG00000252162,0,0,0
ENSG00000272051,0,0,0
ENSG00000233079,0,0,0
ENSG00000230250,0,0,0
ENSG00000227104,0,0,0
ENSG00000235612,0,0,0
ENSG00000225475,0,0,0
ENSG00000229913,0,0,0
ENSG00000236888,0,0,0
ENSG00000230546,0,0,0
ENSG00000270209,0,0,0
ENSG00000264128,0,0,0
ENSG00000228121,0,0,0
ENSG00000266150,0,0,0
ENSG00000265535,0,0,0
ENSG00000229332,0,0,0
ENSG00000263908,0,0,0
ENSG00000283690,0,0,0
ENSG00000234204,0,0,0
ENSG00000234088,0,0,0
ENSG00000237227,0,0,0
ENSG00000200174,0,0,0
ENSG00000201153,0,0,0
ENSG00000229537,0,0,0
ENSG00000227485,0,0,0
ENSG00000229225,0,0,0
ENSG00000252259,0,0,0
ENSG00000228734,0,0,0
ENSG00000223683,0,0,0
ENSG00000275836,0,0,0
ENSG00000252784,0,0,0
ENSG00000236674,0,0,0
ENSG00000276884,0,0,0
ENSG00000278287,0,0,0
ENSG00000277565,0,0,0
ENSG00000275823,0,0,0
ENSG00000277689,0,0,0
ENSG00000274199,0,0,0
ENSG00000238653,0,0,0
ENSG00000264470,0,0,0
ENSG00000234784,0,0,0
ENSG00000212257,0,0,0
ENSG00000199135,0,0,0
ENSG00000235804,0,0,0
ENSG00000234496,0,0,0
ENSG00000229294,0,0,0
ENSG00000234144,0,0,0
ENSG00000222624,0,0,0
ENSG00000285079,0,0,0
ENSG00000239319,0,0,0
ENSG00000227466,0,0,0
ENSG00000223152,0,0,0
ENSG00000231080,0,0,0
ENSG00000203963,0,0,0
ENSG00000252433,0,0,0
ENSG00000275678,0,0,0
ENSG00000253074,0,0,0
ENSG00000252116,0,0,0
ENSG00000228523,0,0,0
ENSG00000235200,0,0,0
ENSG00000207504,0,0,0
ENSG00000238139,0,0,0
ENSG00000242482,0,0,0
ENSG00000232048,0,0,0
ENSG00000238778,0,0,0
ENSG00000225242,0,0,0
ENSG00000237622,0,0,0
ENSG00000229440,0,0,0
ENSG00000225167,0,0,0
ENSG00000285407,0,0,0
ENSG00000285473,0,0,0
ENSG00000235446,0,0,0
ENSG00000270615,0,0,0
ENSG00000240692,0,0,0
ENSG00000229359,0,0,0
ENSG00000237919,0,0,0
ENSG00000244389,0,0,0
ENSG00000278636,0,0,0
ENSG00000237033,0,0,0
ENSG00000226208,0,0,0
ENSG00000226324,0,0,0
ENSG00000231985,0,0,0
ENSG00000271618,0,0,0
ENSG00000228853,0,0,0
ENSG00000227207,0,0,0
ENSG00000212366,0,0,0
ENSG00000225087,0,0,0
ENSG00000227016,0,0,0
ENSG00000280317,0,0,0
ENSG00000229636,0,0,0
ENSG00000251825,0,0,0
ENSG00000233973,0,0,0
ENSG00000223479,0,0,0
ENSG00000200601,0,0,0
ENSG00000285778,0,0,0
ENSG00000252005,0,0,0
ENSG00000162621,0,0,0
ENSG00000234497,0,0,0
ENSG00000229943,0,0,0
ENSG00000261213,0,0,0
ENSG00000224127,0,0,0
ENSG00000162624,0,0,0
ENSG00000224149,0,0,0
ENSG00000206999,0,0,0
ENSG00000224493,0,0,0
ENSG00000252338,0,0,0
ENSG00000213579,0,0,0
ENSG00000206620,0,0,0
ENSG00000207241,0,0,0
ENSG00000201487,0,0,0
ENSG00000230027,0,0,0
ENSG00000199921,0,0,0
ENSG00000237552,0,0,0
ENSG00000276081,0,0,0
ENSG00000251767,0,0,0
ENSG00000232672,0,0,0
ENSG00000222849,0,0,0
ENSG00000227556,0,0,0
ENSG00000212308,0,0,0
ENSG00000230787,0,0,0
ENSG00000235011,0,0,0
ENSG00000282898,0,0,0
ENSG00000285462,0,0,0
ENSG00000232676,0,0,0
ENSG00000285409,0,0,0
ENSG00000235756,0,0,0
ENSG00000260322,0,0,0
ENSG00000277670,0,0,0
ENSG00000236407,0,0,0
ENSG00000225598,0,0,0
ENSG00000227062,0,0,0
ENSG00000234108,0,0,0
ENSG00000224326,0,0,0
ENSG00000227937,0,0,0
ENSG00000229752,0,0,0
ENSG00000235089,0,0,0
ENSG00000285179,0,0,0
ENSG00000223026,0,0,0
ENSG00000224494,0,0,0
ENSG00000234953,0,0,0
ENSG00000236676,0,0,0
ENSG00000234683,0,0,0
ENSG00000230817,0,0,0
ENSG00000236268,0,0,0
ENSG00000285782,0,0,0
ENSG00000231364,0,0,0
ENSG00000237076,0,0,0
ENSG00000229486,0,0,0
ENSG00000285201,0,0,0
ENSG00000226970,0,0,0
ENSG00000199959,0,0,0
ENSG00000249237,0,0,0
ENSG00000285325,0,0,0
ENSG00000266110,0,0,0
ENSG00000201620,0,0,0
ENSG00000229505,0,0,0
ENSG00000231349,0,0,0
ENSG00000016490,0,0,0
ENSG00000284846,0,0,0
ENSG00000270507,0,0,0
ENSG00000230053,0,0,0
ENSG00000274321,0,0,0
ENSG00000237959,0,0,0
ENSG00000202385,0,0,0
ENSG00000237568,0,0,0
ENSG00000233235,0,0,0
ENSG00000215874,0,0,0
ENSG00000271949,0,0,0
ENSG00000252797,0,0,0
ENSG00000212459,0,0,0
ENSG00000229201,0,0,0
ENSG00000199666,0,0,0
ENSG00000143032,0,0,0
ENSG00000206817,0,0,0
ENSG00000215873,0,0,0
ENSG00000229067,0,0,0
ENSG00000203914,0,0,0
ENSG00000233228,0,0,0
ENSG00000226773,0,0,0
ENSG00000233125,0,0,0
ENSG00000242764,0,0,0
ENSG00000206680,0,0,0
ENSG00000252121,0,0,0
ENSG00000239710,0,0,0
ENSG00000252752,0,0,0
ENSG00000222664,0,0,0
ENSG00000251837,0,0,0
ENSG00000207379,0,0,0
ENSG00000223490,0,0,0
ENSG00000235794,0,0,0
ENSG00000232752,0,0,0
ENSG00000229842,0,0,0
ENSG00000250890,0,0,0
ENSG00000236689,0,0,0
ENSG00000226960,0,0,0
ENSG00000178596,0,0,0
ENSG00000232857,0,0,0
ENSG00000228504,0,0,0
ENSG00000230434,0,0,0
ENSG00000237954,0,0,0
ENSG00000233907,0,0,0
ENSG00000237435,0,0,0
ENSG00000200800,0,0,0
ENSG00000231987,0,0,0
ENSG00000225923,0,0,0
ENSG00000234422,0,0,0
ENSG00000241992,0,0,0
ENSG00000234226,0,0,0
ENSG00000223229,0,0,0
ENSG00000284247,0,0,0
ENSG00000284202,0,0,0
ENSG00000117598,0,0,0
ENSG00000232825,0,0,0
ENSG00000227034,0,0,0
ENSG00000201491,0,0,0
ENSG00000202254,0,0,0
ENSG00000231996,0,0,0
ENSG00000223906,0,0,0
ENSG00000213421,0,0,0
ENSG00000230402,0,0,0
ENSG00000224685,0,0,0
ENSG00000273204,0,0,0
ENSG00000252765,0,0,0
ENSG00000271578,0,0,0
ENSG00000173810,0,0,0
ENSG00000226715,0,0,0
ENSG00000252530,0,0,0
ENSG00000118733,0,0,0
ENSG00000252717,0,0,0
ENSG00000271277,0,0,0
ENSG00000162699,0,0,0
ENSG00000233359,0,0,0
ENSG00000230864,0,0,0
ENSG00000234257,0,0,0
ENSG00000230759,0,0,0
ENSG00000236085,0,0,0
ENSG00000237763,0,0,0
ENSG00000234441,0,0,0
ENSG00000227408,0,0,0
ENSG00000187733,0,0,0
ENSG00000225191,0,0,0
ENSG00000228347,0,0,0
ENSG00000285981,0,0,0
ENSG00000230768,0,0,0
ENSG00000237897,0,0,0
ENSG00000233047,0,0,0
ENSG00000237480,0,0,0
ENSG00000270342,0,0,0
ENSG00000270976,0,0,0
ENSG00000233449,0,0,0
ENSG00000232551,0,0,0
ENSG00000237460,0,0,0
ENSG00000275455,0,0,0
ENSG00000230489,0,0,0
ENSG00000260879,0,0,0
ENSG00000238118,0,0,0
ENSG00000224698,0,0,0
ENSG00000283354,0,0,0
ENSG00000227832,0,0,0
ENSG00000226483,0,0,0
ENSG00000232971,0,0,0
ENSG00000274068,0,0,0
ENSG00000278249,0,0,0
ENSG00000270066,0,0,0
ENSG00000254942,0,0,0
ENSG00000225113,0,0,0
ENSG00000284443,0,0,0
ENSG00000134183,0,0,0
ENSG00000228703,0,0,0
ENSG00000258673,0,0,0
ENSG00000227091,0,0,0
ENSG00000235526,0,0,0
ENSG00000200536,0,0,0
ENSG00000270380,0,0,0
ENSG00000199710,0,0,0
ENSG00000225672,0,0,0
ENSG00000252760,0,0,0
ENSG00000272982,0,0,0
ENSG00000273221,0,0,0
ENSG00000236040,0,0,0
ENSG00000229283,0,0,0
ENSG00000232240,0,0,0
ENSG00000200360,0,0,0
ENSG00000284755,0,0,0
ENSG00000232558,0,0,0
ENSG00000234388,0,0,0
ENSG00000238761,0,0,0
ENSG00000234790,0,0,0
ENSG00000237278,0,0,0
ENSG00000236887,0,0,0
ENSG00000238256,0,0,0
ENSG00000270780,0,0,0
ENSG00000232895,0,0,0
ENSG00000201114,0,0,0
ENSG00000242769,0,0,0
ENSG00000228035,0,0,0
ENSG00000226973,0,0,0
ENSG00000274468,0,0,0
ENSG00000229101,0,0,0
ENSG00000232185,0,0,0
ENSG00000270631,0,0,0
ENSG00000239984,0,0,0
ENSG00000207502,0,0,0
ENSG00000214204,0,0,0
ENSG00000271143,0,0,0
ENSG00000228127,0,0,0
ENSG00000221040,0,0,0
ENSG00000230381,0,0,0
ENSG00000200547,0,0,0
ENSG00000211543,0,0,0
ENSG00000203864,0,0,0
ENSG00000231072,0,0,0
ENSG00000277141,0,0,0
ENSG00000235202,0,0,0
ENSG00000270719,0,0,0
ENSG00000222209,0,0,0
ENSG00000226126,0,0,0
ENSG00000229911,0,0,0
ENSG00000226172,0,0,0
ENSG00000239216,0,0,0
ENSG00000230921,0,0,0
ENSG00000203859,0,0,0
ENSG00000232780,0,0,0
ENSG00000203858,0,0,0
ENSG00000235595,0,0,0
ENSG00000187481,0,0,0
ENSG00000229570,0,0,0
ENSG00000203857,0,0,0
ENSG00000249798,0,0,0
ENSG00000239873,0,0,0
ENSG00000215864,0,0,0
ENSG00000227205,0,0,0
ENSG00000226446,0,0,0
ENSG00000277313,0,0,0
ENSG00000275933,0,0,0
ENSG00000263353,0,0,0
ENSG00000275296,0,0,0
ENSG00000275129,0,0,0
ENSG00000276118,0,0,0
ENSG00000264145,0,0,0
ENSG00000274927,0,0,0
ENSG00000242943,0,0,0
ENSG00000223495,0,0,0
ENSG00000235887,0,0,0
ENSG00000203825,0,0,0
ENSG00000179571,0,0,0
ENSG00000226028,0,0,0
ENSG00000202167,0,0,0
ENSG00000207349,0,0,0
ENSG00000252826,0,0,0
ENSG00000206737,0,0,0
ENSG00000232721,0,0,0
ENSG00000223779,0,0,0
ENSG00000270962,0,0,0
ENSG00000252105,0,0,0
ENSG00000233430,0,0,0
ENSG00000237503,0,0,0
ENSG00000265531,0,0,0
ENSG00000203818,0,0,0
ENSG00000268074,0,0,0
ENSG00000276674,0,0,0
ENSG00000275075,0,0,0
ENSG00000275767,0,0,0
ENSG00000276442,0,0,0
ENSG00000175658,0,0,0
ENSG00000276756,0,0,0
ENSG00000271567,0,0,0
ENSG00000271439,0,0,0
ENSG00000279782,0,0,0
ENSG00000277199,0,0,0
ENSG00000222854,0,0,0
ENSG00000271291,0,0,0
ENSG00000207501,0,0,0
ENSG00000270384,0,0,0
ENSG00000278182,0,0,0
ENSG00000278431,0,0,0
ENSG00000201789,0,0,0
ENSG00000271121,0,0,0
ENSG00000274408,0,0,0
ENSG00000274450,0,0,0
ENSG00000226653,0,0,0
ENSG00000207209,0,0,0
ENSG00000272443,0,0,0
ENSG00000272480,0,0,0
ENSG00000277762,0,0,0
ENSG00000227139,0,0,0
ENSG00000274415,0,0,0
ENSG00000234190,0,0,0
ENSG00000223728,0,0,0
ENSG00000121634,0,0,0
ENSG00000232265,0,0,0
ENSG00000238765,0,0,0
ENSG00000224335,0,0,0
ENSG00000228626,0,0,0
ENSG00000285062,0,0,0
ENSG00000252515,0,0,0
ENSG00000271546,0,0,0
ENSG00000252656,0,0,0
ENSG00000273591,0,0,0
ENSG00000284842,0,0,0
ENSG00000275229,0,0,0
ENSG00000226500,0,0,0
ENSG00000266187,0,0,0
ENSG00000283933,0,0,0
ENSG00000206931,0,0,0
ENSG00000229357,0,0,0
ENSG00000259357,0,0,0
ENSG00000163157,0,0,0
ENSG00000224645,0,0,0
ENSG00000206980,0,0,0
ENSG00000232937,0,0,0
ENSG00000223810,0,0,0
ENSG00000240667,0,0,0
ENSG00000232678,0,0,0
ENSG00000182898,0,0,0
ENSG00000226716,0,0,0
ENSG00000183586,0,0,0
ENSG00000169509,0,0,0
ENSG00000185966,0,0,0
ENSG00000163202,0,0,0
ENSG00000244057,0,0,0
ENSG00000187238,0,0,0
ENSG00000185962,0,0,0
ENSG00000285753,0,0,0
ENSG00000187223,0,0,0
ENSG00000159455,0,0,0
ENSG00000187173,0,0,0
ENSG00000187170,0,0,0
ENSG00000198854,0,0,0
ENSG00000229713,0,0,0
ENSG00000233819,0,0,0
ENSG00000240386,0,0,0
ENSG00000197084,0,0,0
ENSG00000186844,0,0,0
ENSG00000235942,0,0,0
ENSG00000285946,0,0,0
ENSG00000163206,0,0,0
ENSG00000163207,0,0,0
ENSG00000224308,0,0,0
ENSG00000283227,0,0,0
ENSG00000252920,0,0,0
ENSG00000234262,0,0,0
ENSG00000163216,0,0,0
ENSG00000241794,0,0,0
ENSG00000196805,0,0,0
ENSG00000203785,0,0,0
ENSG00000244094,0,0,0
ENSG00000229035,0,0,0
ENSG00000159516,0,0,0
ENSG00000229699,0,0,0
ENSG00000203783,0,0,0
ENSG00000230779,0,0,0
ENSG00000203782,0,0,0
ENSG00000159527,0,0,0
ENSG00000207321,0,0,0
ENSG00000163221,0,0,0
ENSG00000237008,0,0,0
ENSG00000143546,0,0,0
ENSG00000224784,0,0,0
ENSG00000184330,0,0,0
ENSG00000203781,0,0,0
ENSG00000197364,0,0,0
ENSG00000263841,0,0,0
ENSG00000274940,0,0,0
ENSG00000242565,0,0,0
ENSG00000235015,0,0,0
ENSG00000199565,0,0,0
ENSG00000233222,0,0,0
ENSG00000285779,0,0,0
ENSG00000276584,0,0,0
ENSG00000231837,0,0,0
ENSG00000263987,0,0,0
ENSG00000215938,0,0,0
ENSG00000212292,0,0,0
ENSG00000222457,0,0,0
ENSG00000278694,0,0,0
ENSG00000143595,0,0,0
ENSG00000237920,0,0,0
ENSG00000169291,0,0,0
ENSG00000273110,0,0,0
ENSG00000233875,0,0,0
ENSG00000202027,0,0,0
ENSG00000223452,0,0,0
ENSG00000284586,0,0,0
ENSG00000236263,0,0,0
ENSG00000280466,0,0,0
ENSG00000281394,0,0,0
ENSG00000207933,0,0,0
ENSG00000284592,0,0,0
ENSG00000228239,0,0,0
ENSG00000233712,0,0,0
ENSG00000231700,0,0,0
ENSG00000227425,0,0,0
ENSG00000236957,0,0,0
ENSG00000229914,0,0,0
ENSG00000176320,0,0,0
ENSG00000230942,0,0,0
ENSG00000158488,0,0,0
ENSG00000186306,0,0,0
ENSG00000180708,0,0,0
ENSG00000203758,0,0,0
ENSG00000236257,0,0,0
ENSG00000173285,0,0,0
ENSG00000198965,0,0,0
ENSG00000236656,0,0,0
ENSG00000198703,0,0,0
ENSG00000227445,0,0,0
ENSG00000231434,0,0,0
ENSG00000197532,0,0,0
ENSG00000186440,0,0,0
ENSG00000279111,0,0,0
ENSG00000198967,0,0,0
ENSG00000231237,0,0,0
ENSG00000196171,0,0,0
ENSG00000203757,0,0,0
ENSG00000180437,0,0,0
ENSG00000226949,0,0,0
ENSG00000197403,0,0,0
ENSG00000180433,0,0,0
ENSG00000188340,0,0,0
ENSG00000229724,0,0,0
ENSG00000180409,0,0,0
ENSG00000229849,0,0,0
ENSG00000233473,0,0,0
ENSG00000162706,0,0,0
ENSG00000222552,0,0,0
ENSG00000225670,0,0,0
ENSG00000213088,0,0,0
ENSG00000215846,0,0,0
ENSG00000248642,0,0,0
ENSG00000179639,0,0,0
ENSG00000196266,0,0,0
ENSG00000228560,0,0,0
ENSG00000248442,0,0,0
ENSG00000251686,0,0,0
ENSG00000249197,0,0,0
ENSG00000249730,0,0,0
ENSG00000196184,0,0,0
ENSG00000224943,0,0,0
ENSG00000184155,0,0,0
ENSG00000231100,0,0,0
ENSG00000271890,0,0,0
ENSG00000132703,0,0,0
ENSG00000158731,0,0,0
ENSG00000276632,0,0,0
ENSG00000223603,0,0,0
ENSG00000132693,0,0,0
ENSG00000235226,0,0,0
ENSG00000188004,0,0,0
ENSG00000266458,0,0,0
ENSG00000275801,0,0,0
ENSG00000274562,0,0,0
ENSG00000232188,0,0,0
ENSG00000188931,0,0,0
ENSG00000224515,0,0,0
ENSG00000231586,0,0,0
ENSG00000213075,0,0,0
ENSG00000199595,0,0,0
ENSG00000227818,0,0,0
ENSG00000266144,0,0,0
ENSG00000254706,0,0,0
ENSG00000230739,0,0,0
ENSG00000227667,0,0,0
ENSG00000225122,0,0,0
ENSG00000200327,0,0,0
ENSG00000212527,0,0,0
ENSG00000212538,0,0,0
ENSG00000225719,0,0,0
ENSG00000199849,0,0,0
ENSG00000213070,0,0,0
ENSG00000276359,0,0,0
ENSG00000201987,0,0,0
ENSG00000225487,0,0,0
ENSG00000201270,0,0,0
ENSG00000162761,0,0,0
ENSG00000224702,0,0,0
ENSG00000238022,0,0,0
ENSG00000143171,0,0,0
ENSG00000230748,0,0,0
ENSG00000162763,0,0,0
ENSG00000237783,0,0,0
ENSG00000206990,0,0,0
ENSG00000230659,0,0,0
ENSG00000283936,0,0,0
ENSG00000271527,0,0,0
ENSG00000207341,0,0,0
ENSG00000230898,0,0,0
ENSG00000215952,0,0,0
ENSG00000229588,0,0,0
ENSG00000225325,0,0,0
ENSG00000230231,0,0,0
ENSG00000234142,0,0,0
ENSG00000238087,0,0,0
ENSG00000232341,0,0,0
ENSG00000232148,0,0,0
ENSG00000232223,0,0,0
ENSG00000200036,0,0,0
ENSG00000198842,0,0,0
ENSG00000231029,0,0,0
ENSG00000237049,0,0,0
ENSG00000214262,0,0,0
ENSG00000207974,0,0,0
ENSG00000283255,0,0,0
ENSG00000143196,0,0,0
ENSG00000252987,0,0,0
ENSG00000230704,0,0,0
ENSG00000235378,0,0,0
ENSG00000232959,0,0,0
ENSG00000224896,0,0,0
ENSG00000203740,0,0,0
ENSG00000263390,0,0,0
ENSG00000283340,0,0,0
ENSG00000233985,0,0,0
ENSG00000238051,0,0,0
ENSG00000224286,0,0,0
ENSG00000226967,0,0,0
ENSG00000225545,0,0,0
ENSG00000235303,0,0,0
ENSG00000226552,0,0,0
ENSG00000221390,0,0,0
ENSG00000283598,0,0,0
ENSG00000231424,0,0,0
ENSG00000206692,0,0,0
ENSG00000230547,0,0,0
ENSG00000239428,0,0,0
ENSG00000234333,0,0,0
ENSG00000230364,0,0,0
ENSG00000232261,0,0,0
ENSG00000271459,0,0,0
ENSG00000253060,0,0,0
ENSG00000224600,0,0,0
ENSG00000283844,0,0,0
ENSG00000283152,0,0,0
ENSG00000208024,0,0,0
ENSG00000206684,0,0,0
ENSG00000251943,0,0,0
ENSG00000279061,0,0,0
ENSG00000224228,0,0,0
ENSG00000227177,0,0,0
ENSG00000232751,0,0,0
ENSG00000232113,0,0,0
ENSG00000225713,0,0,0
ENSG00000237317,0,0,0
ENSG00000230687,0,0,0
ENSG00000233946,0,0,0
ENSG00000260990,0,0,0
ENSG00000235628,0,0,0
ENSG00000224718,0,0,0
ENSG00000273629,0,0,0
ENSG00000253025,0,0,0
ENSG00000231020,0,0,0
ENSG00000225904,0,0,0
ENSG00000237514,0,0,0
ENSG00000202609,0,0,0
ENSG00000224968,0,0,0
ENSG00000236720,0,0,0
ENSG00000213058,0,0,0
ENSG00000223794,0,0,0
ENSG00000228191,0,0,0
ENSG00000224620,0,0,0
ENSG00000251875,0,0,0
ENSG00000261060,0,0,0
ENSG00000243062,0,0,0
ENSG00000229407,0,0,0
ENSG00000265435,0,0,0
ENSG00000206905,0,0,0
ENSG00000225359,0,0,0
ENSG00000273573,0,0,0
ENSG00000252977,0,0,0
ENSG00000272880,0,0,0
ENSG00000222397,0,0,0
ENSG00000206764,0,0,0
ENSG00000228664,0,0,0
ENSG00000231684,0,0,0
ENSG00000270443,0,0,0
ENSG00000233537,0,0,0
ENSG00000227181,0,0,0
ENSG00000271269,0,0,0
ENSG00000199837,0,0,0
ENSG00000285609,0,0,0
ENSG00000226570,0,0,0
ENSG00000207472,0,0,0
ENSG00000233562,0,0,0
ENSG00000199840,0,0,0
ENSG00000207080,0,0,0
ENSG00000231791,0,0,0
ENSG00000244568,0,0,0
ENSG00000260976,0,0,0
ENSG00000201312,0,0,0
ENSG00000213051,0,0,0
ENSG00000201421,0,0,0
ENSG00000252407,0,0,0
ENSG00000270920,0,0,0
ENSG00000279401,0,0,0
ENSG00000228309,0,0,0
ENSG00000207108,0,0,0
ENSG00000201596,0,0,0
ENSG00000261729,0,0,0
ENSG00000202025,0,0,0
ENSG00000271558,0,0,0
ENSG00000274702,0,0,0
ENSG00000236401,0,0,0
ENSG00000223847,0,0,0
ENSG00000150732,0,0,0
ENSG00000222240,0,0,0
ENSG00000261182,0,0,0
ENSG00000224278,0,0,0
ENSG00000225006,0,0,0
ENSG00000235083,0,0,0
ENSG00000231022,0,0,0
ENSG00000237283,0,0,0
ENSG00000238054,0,0,0
ENSG00000226486,0,0,0
ENSG00000271036,0,0,0
ENSG00000226196,0,0,0
ENSG00000252553,0,0,0
ENSG00000232212,0,0,0
ENSG00000238270,0,0,0
ENSG00000230987,0,0,0
ENSG00000225811,0,0,0
ENSG00000237457,0,0,0
ENSG00000241505,0,0,0
ENSG00000231175,0,0,0
ENSG00000236025,0,0,0
ENSG00000238108,0,0,0
ENSG00000285638,0,0,0
ENSG00000228020,0,0,0
ENSG00000261642,0,0,0
ENSG00000271187,0,0,0
ENSG00000233882,0,0,0
ENSG00000223344,0,0,0
ENSG00000228215,0,0,0
ENSG00000283795,0,0,0
ENSG00000223075,0,0,0
ENSG00000237011,0,0,0
ENSG00000237213,0,0,0
ENSG00000231714,0,0,0
ENSG00000251813,0,0,0
ENSG00000228167,0,0,0
ENSG00000285718,0,0,0
ENSG00000227421,0,0,0
ENSG00000265986,0,0,0
ENSG00000285986,0,0,0
ENSG00000134365,0,0,0
ENSG00000080910,0,0,0
ENSG00000273844,0,0,0
ENSG00000143278,0,0,0
ENSG00000221879,0,0,0
ENSG00000230260,0,0,0
ENSG00000207139,0,0,0
ENSG00000227747,0,0,0
ENSG00000225172,0,0,0
ENSG00000235492,0,0,0
ENSG00000231718,0,0,0
ENSG00000228190,0,0,0
ENSG00000231984,0,0,0
ENSG00000228530,0,0,0
ENSG00000200139,0,0,0
ENSG00000229747,0,0,0
ENSG00000202329,0,0,0
ENSG00000233827,0,0,0
ENSG00000201032,0,0,0
ENSG00000229821,0,0,0
ENSG00000227048,0,0,0
ENSG00000224818,0,0,0
ENSG00000264802,0,0,0
ENSG00000221028,0,0,0
ENSG00000235811,0,0,0
ENSG00000212512,0,0,0
ENSG00000227109,0,0,0
ENSG00000272262,0,0,0
ENSG00000234761,0,0,0
ENSG00000234775,0,0,0
ENSG00000224671,0,0,0
ENSG00000236523,0,0,0
ENSG00000229652,0,0,0
ENSG00000271588,0,0,0
ENSG00000188770,0,0,0
ENSG00000232917,0,0,0
ENSG00000237379,0,0,0
ENSG00000261065,0,0,0
ENSG00000228153,0,0,0
ENSG00000252650,0,0,0
ENSG00000251861,0,0,0
ENSG00000236108,0,0,0
ENSG00000253097,0,0,0
ENSG00000252692,0,0,0
ENSG00000226780,0,0,0
ENSG00000226565,0,0,0
ENSG00000243636,0,0,0
ENSG00000232621,0,0,0
ENSG00000283044,0,0,0
ENSG00000236911,0,0,0
ENSG00000226289,0,0,0
ENSG00000274059,0,0,0
ENSG00000284214,0,0,0
ENSG00000284203,0,0,0
ENSG00000285719,0,0,0
ENSG00000226843,0,0,0
ENSG00000261453,0,0,0
ENSG00000259815,0,0,0
ENSG00000227887,0,0,0
ENSG00000232812,0,0,0
